WEEK,REGION,COUNTRY,ADMIN1,EVENT_TYPE,SUB_EVENT_TYPE,EVENTS,FATALITIES,POPULATION_EXPOSURE,DISORDER_TYPE,ID,CENTROID_LATITUDE,CENTROID_LONGITUDE,YEAR,PWD_POPULATION,PWD_DENSITY,PWD_AREA_KM2,PWD_G,PWD_D10
2026-04-18,Eastern Africa,Kenya,Garissa,Explosions/Remote violence,Remote explosive/landmine/IED,1,0,6952.0,Political violence,1541,-0.519,40.3211,2026,1734986.29742352,39.42588706868096,50186.98923307159,418.1878772891881,41531.86754499124
2011-03-26,Eastern Africa,Kenya,Garissa,Explosions/Remote violence,Shelling/artillery/missile attack,1,0,,Political violence,1541,-0.519,40.3211,2011,750420.6,17.06,44043.9,184.48,18370.96
2014-01-04,Eastern Africa,Kenya,Garissa,Explosions/Remote violence,Shelling/artillery/missile attack,1,0,,Political violence,1541,-0.519,40.3211,2014,957416.4,21.740000000000002,44043.9,241.12,23136.94
2017-08-19,Eastern Africa,Kenya,Garissa,Explosions/Remote violence,Shelling/artillery/missile attack,1,0,,Political violence,1541,-0.519,40.3211,2017,1224895.8,27.82,44043.9,302.8,29414.64
2026-01-24,Eastern Africa,Kenya,Garissa,Explosions/Remote violence,Shelling/artillery/missile attack,1,0,12368.0,Political violence,1541,-0.519,40.3211,2026,1734986.29742352,39.42588706868096,50186.98923307159,418.1878772891881,41531.86754499124
1998-07-11,Eastern Africa,Kenya,Garissa,Protests,Peaceful protest,1,0,,Demonstrations,1541,-0.519,40.3211,1998,292947.0,6.7,44043.9,52.5,7428.9
1998-09-26,Eastern Africa,Kenya,Garissa,Protests,Peaceful protest,1,0,,Demonstrations,1541,-0.519,40.3211,1998,292947.0,6.7,44043.9,52.5,7428.9
1998-10-03,Eastern Africa,Kenya,Garissa,Protests,Peaceful protest,1,0,,Demonstrations,1541,-0.519,40.3211,1998,292947.0,6.7,44043.9,52.5,7428.9
2013-01-12,Eastern Africa,Kenya,Garissa,Protests,Peaceful protest,1,0,,Demonstrations,1541,-0.519,40.3211,2013,888417.8,20.18,44043.9,222.24,21548.28
2013-01-26,Eastern Africa,Kenya,Garissa,Protests,Peaceful protest,1,0,,Demonstrations,1541,-0.519,40.3211,2013,888417.8,20.18,44043.9,222.24,21548.28
2013-07-13,Eastern Africa,Kenya,Garissa,Protests,Peaceful protest,1,0,,Demonstrations,1541,-0.519,40.3211,2013,888417.8,20.18,44043.9,222.24,21548.28
2014-07-12,Eastern Africa,Kenya,Garissa,Protests,Peaceful protest,1,0,,Demonstrations,1541,-0.519,40.3211,2014,957416.4,21.740000000000002,44043.9,241.12,23136.94
2015-04-04,Eastern Africa,Kenya,Garissa,Protests,Peaceful protest,1,0,33597.0,Demonstrations,1541,-0.519,40.3211,2015,1026415.0,23.3,44043.9,260.0,24725.6
2015-06-06,Eastern Africa,Kenya,Garissa,Protests,Peaceful protest,1,0,20014.0,Demonstrations,1541,-0.519,40.3211,2015,1026415.0,23.3,44043.9,260.0,24725.6
2015-08-15,Eastern Africa,Kenya,Garissa,Protests,Peaceful protest,1,0,33597.0,Demonstrations,1541,-0.519,40.3211,2015,1026415.0,23.3,44043.9,260.0,24725.6
2015-09-12,Eastern Africa,Kenya,Garissa,Protests,Peaceful protest,1,0,33597.0,Demonstrations,1541,-0.519,40.3211,2015,1026415.0,23.3,44043.9,260.0,24725.6
2015-11-28,Eastern Africa,Kenya,Garissa,Protests,Peaceful protest,1,0,33597.0,Demonstrations,1541,-0.519,40.3211,2015,1026415.0,23.3,44043.9,260.0,24725.6
2016-04-23,Eastern Africa,Kenya,Garissa,Protests,Peaceful protest,1,0,34302.0,Demonstrations,1541,-0.519,40.3211,2016,1125655.4,25.560000000000002,44043.9,281.4,27070.12
2016-10-01,Eastern Africa,Kenya,Garissa,Protests,Peaceful protest,1,0,34302.0,Demonstrations,1541,-0.519,40.3211,2016,1125655.4,25.560000000000002,44043.9,281.4,27070.12
2017-07-01,Eastern Africa,Kenya,Garissa,Protests,Peaceful protest,1,0,35022.0,Demonstrations,1541,-0.519,40.3211,2017,1224895.8,27.82,44043.9,302.8,29414.64
2017-08-05,Eastern Africa,Kenya,Garissa,Protests,Peaceful protest,1,0,35022.0,Demonstrations,1541,-0.519,40.3211,2017,1224895.8,27.82,44043.9,302.8,29414.64
2017-09-02,Eastern Africa,Kenya,Garissa,Protests,Peaceful protest,1,0,20526.0,Demonstrations,1541,-0.519,40.3211,2017,1224895.8,27.82,44043.9,302.8,29414.64
2017-09-30,Eastern Africa,Kenya,Garissa,Protests,Peaceful protest,1,0,35022.0,Demonstrations,1541,-0.519,40.3211,2017,1224895.8,27.82,44043.9,302.8,29414.64
2017-11-18,Eastern Africa,Kenya,Garissa,Protests,Peaceful protest,1,0,35022.0,Demonstrations,1541,-0.519,40.3211,2017,1224895.8,27.82,44043.9,302.8,29414.64
2019-03-09,Eastern Africa,Kenya,Garissa,Protests,Peaceful protest,1,0,36316.0,Demonstrations,1541,-0.519,40.3211,2019,1423376.6,32.34,44043.9,345.6,34103.67999999999
2019-05-04,Eastern Africa,Kenya,Garissa,Protests,Peaceful protest,1,0,36316.0,Demonstrations,1541,-0.519,40.3211,2019,1423376.6,32.34,44043.9,345.6,34103.67999999999
2019-06-29,Eastern Africa,Kenya,Garissa,Protests,Peaceful protest,1,0,22446.0,Demonstrations,1541,-0.519,40.3211,2019,1423376.6,32.34,44043.9,345.6,34103.67999999999
2020-01-25,Eastern Africa,Kenya,Garissa,Protests,Peaceful protest,1,0,36924.0,Demonstrations,1541,-0.519,40.3211,2020,1522617.0,34.6,44043.9,367.0,36448.2
2020-10-24,Eastern Africa,Kenya,Garissa,Protests,Peaceful protest,1,0,36924.0,Demonstrations,1541,-0.519,40.3211,2020,1522617.0,34.6,44043.9,367.0,36448.2
2020-11-28,Eastern Africa,Kenya,Garissa,Protests,Peaceful protest,1,0,36924.0,Demonstrations,1541,-0.519,40.3211,2020,1522617.0,34.6,44043.9,367.0,36448.2
2021-01-02,Eastern Africa,Kenya,Garissa,Protests,Peaceful protest,1,0,23702.0,Demonstrations,1541,-0.519,40.3211,2021,1556114.574,35.361200000000004,45012.8658,375.074,37250.060399999995
2021-11-13,Eastern Africa,Kenya,Garissa,Protests,Peaceful protest,1,0,37510.0,Demonstrations,1541,-0.519,40.3211,2021,1556114.574,35.361200000000004,45012.8658,375.074,37250.060399999995
2022-04-02,Eastern Africa,Kenya,Garissa,Protests,Peaceful protest,1,0,38082.0,Demonstrations,1541,-0.519,40.3211,2022,1590349.094628,36.1391464,46003.1488476,383.325628,38069.5617288
2022-04-09,Eastern Africa,Kenya,Garissa,Protests,Peaceful protest,1,0,38082.0,Demonstrations,1541,-0.519,40.3211,2022,1590349.094628,36.1391464,46003.1488476,383.325628,38069.5617288
2022-06-04,Eastern Africa,Kenya,Garissa,Protests,Peaceful protest,1,0,45108.0,Demonstrations,1541,-0.519,40.3211,2022,1590349.094628,36.1391464,46003.1488476,383.325628,38069.5617288
2022-07-30,Eastern Africa,Kenya,Garissa,Protests,Peaceful protest,1,0,38082.0,Demonstrations,1541,-0.519,40.3211,2022,1590349.094628,36.1391464,46003.1488476,383.325628,38069.5617288
2022-10-01,Eastern Africa,Kenya,Garissa,Protests,Peaceful protest,1,0,38082.0,Demonstrations,1541,-0.519,40.3211,2022,1590349.094628,36.1391464,46003.1488476,383.325628,38069.5617288
2023-04-01,Eastern Africa,Kenya,Garissa,Protests,Peaceful protest,1,0,38699.0,Demonstrations,1541,-0.519,40.3211,2023,1625336.774709816,36.9342076208,47015.2181222472,391.758791816,38907.092086833596
2023-04-08,Eastern Africa,Kenya,Garissa,Protests,Peaceful protest,2,0,38699.0,Demonstrations,1541,-0.519,40.3211,2023,1625336.774709816,36.9342076208,47015.2181222472,391.758791816,38907.092086833596
2023-08-26,Eastern Africa,Kenya,Garissa,Protests,Peaceful protest,1,0,22033.0,Demonstrations,1541,-0.519,40.3211,2023,1625336.774709816,36.9342076208,47015.2181222472,391.758791816,38907.092086833596
2023-09-30,Eastern Africa,Kenya,Garissa,Protests,Peaceful protest,1,0,13149.0,Demonstrations,1541,-0.519,40.3211,2023,1625336.774709816,36.9342076208,47015.2181222472,391.758791816,38907.092086833596
2023-10-14,Eastern Africa,Kenya,Garissa,Protests,Peaceful protest,1,0,17298.0,Demonstrations,1541,-0.519,40.3211,2023,1625336.774709816,36.9342076208,47015.2181222472,391.758791816,38907.092086833596
2023-12-16,Eastern Africa,Kenya,Garissa,Protests,Peaceful protest,1,0,38699.0,Demonstrations,1541,-0.519,40.3211,2023,1625336.774709816,36.9342076208,47015.2181222472,391.758791816,38907.092086833596
2024-02-03,Eastern Africa,Kenya,Garissa,Protests,Peaceful protest,1,0,39323.0,Demonstrations,1541,-0.519,40.3211,2024,1661094.183753432,37.7467601884576,48049.55292093664,400.377485235952,39763.048112743934
2024-05-11,Eastern Africa,Kenya,Garissa,Protests,Peaceful protest,1,0,39323.0,Demonstrations,1541,-0.519,40.3211,2024,1661094.183753432,37.7467601884576,48049.55292093664,400.377485235952,39763.048112743934
2024-05-18,Eastern Africa,Kenya,Garissa,Protests,Peaceful protest,1,0,39323.0,Demonstrations,1541,-0.519,40.3211,2024,1661094.183753432,37.7467601884576,48049.55292093664,400.377485235952,39763.048112743934
2024-06-08,Eastern Africa,Kenya,Garissa,Protests,Peaceful protest,1,0,39323.0,Demonstrations,1541,-0.519,40.3211,2024,1661094.183753432,37.7467601884576,48049.55292093664,400.377485235952,39763.048112743934
2024-06-22,Eastern Africa,Kenya,Garissa,Protests,Peaceful protest,1,0,39323.0,Demonstrations,1541,-0.519,40.3211,2024,1661094.183753432,37.7467601884576,48049.55292093664,400.377485235952,39763.048112743934
2024-07-27,Eastern Africa,Kenya,Garissa,Protests,Peaceful protest,1,0,39323.0,Demonstrations,1541,-0.519,40.3211,2024,1661094.183753432,37.7467601884576,48049.55292093664,400.377485235952,39763.048112743934
2024-08-10,Eastern Africa,Kenya,Garissa,Protests,Peaceful protest,1,0,39323.0,Demonstrations,1541,-0.519,40.3211,2024,1661094.183753432,37.7467601884576,48049.55292093664,400.377485235952,39763.048112743934
2024-08-24,Eastern Africa,Kenya,Garissa,Protests,Peaceful protest,1,0,39323.0,Demonstrations,1541,-0.519,40.3211,2024,1661094.183753432,37.7467601884576,48049.55292093664,400.377485235952,39763.048112743934
2024-09-21,Eastern Africa,Kenya,Garissa,Protests,Peaceful protest,1,0,8489.0,Demonstrations,1541,-0.519,40.3211,2024,1661094.183753432,37.7467601884576,48049.55292093664,400.377485235952,39763.048112743934
2024-11-23,Eastern Africa,Kenya,Garissa,Protests,Peaceful protest,1,0,3386.0,Demonstrations,1541,-0.519,40.3211,2024,1661094.183753432,37.7467601884576,48049.55292093664,400.377485235952,39763.048112743934
2024-12-07,Eastern Africa,Kenya,Garissa,Protests,Peaceful protest,1,0,39323.0,Demonstrations,1541,-0.519,40.3211,2024,1661094.183753432,37.7467601884576,48049.55292093664,400.377485235952,39763.048112743934
2025-01-25,Eastern Africa,Kenya,Garissa,Protests,Peaceful protest,1,0,39944.0,Demonstrations,1541,-0.519,40.3211,2025,1697638.2557960076,38.57718891260367,49106.64308519725,409.18578991114293,40637.8351712243
2025-02-01,Eastern Africa,Kenya,Garissa,Protests,Peaceful protest,1,0,39944.0,Demonstrations,1541,-0.519,40.3211,2025,1697638.2557960076,38.57718891260367,49106.64308519725,409.18578991114293,40637.8351712243
2025-03-01,Eastern Africa,Kenya,Garissa,Protests,Peaceful protest,1,0,39944.0,Demonstrations,1541,-0.519,40.3211,2025,1697638.2557960076,38.57718891260367,49106.64308519725,409.18578991114293,40637.8351712243
2025-03-29,Eastern Africa,Kenya,Garissa,Protests,Peaceful protest,1,0,39944.0,Demonstrations,1541,-0.519,40.3211,2025,1697638.2557960076,38.57718891260367,49106.64308519725,409.18578991114293,40637.8351712243
2025-05-03,Eastern Africa,Kenya,Garissa,Protests,Peaceful protest,1,0,25762.0,Demonstrations,1541,-0.519,40.3211,2025,1697638.2557960076,38.57718891260367,49106.64308519725,409.18578991114293,40637.8351712243
2025-05-10,Eastern Africa,Kenya,Garissa,Protests,Peaceful protest,1,0,,Demonstrations,1541,-0.519,40.3211,2025,1697638.2557960076,38.57718891260367,49106.64308519725,409.18578991114293,40637.8351712243
2025-05-17,Eastern Africa,Kenya,Garissa,Protests,Peaceful protest,1,0,18189.0,Demonstrations,1541,-0.519,40.3211,2025,1697638.2557960076,38.57718891260367,49106.64308519725,409.18578991114293,40637.8351712243
2025-06-07,Eastern Africa,Kenya,Garissa,Protests,Peaceful protest,1,0,39944.0,Demonstrations,1541,-0.519,40.3211,2025,1697638.2557960076,38.57718891260367,49106.64308519725,409.18578991114293,40637.8351712243
2025-07-05,Eastern Africa,Kenya,Garissa,Protests,Peaceful protest,1,0,39944.0,Demonstrations,1541,-0.519,40.3211,2025,1697638.2557960076,38.57718891260367,49106.64308519725,409.18578991114293,40637.8351712243
2025-07-26,Eastern Africa,Kenya,Garissa,Protests,Peaceful protest,1,0,,Demonstrations,1541,-0.519,40.3211,2025,1697638.2557960076,38.57718891260367,49106.64308519725,409.18578991114293,40637.8351712243
2025-08-16,Eastern Africa,Kenya,Garissa,Protests,Peaceful protest,1,0,39944.0,Demonstrations,1541,-0.519,40.3211,2025,1697638.2557960076,38.57718891260367,49106.64308519725,409.18578991114293,40637.8351712243
2025-09-20,Eastern Africa,Kenya,Garissa,Protests,Peaceful protest,1,0,39944.0,Demonstrations,1541,-0.519,40.3211,2025,1697638.2557960076,38.57718891260367,49106.64308519725,409.18578991114293,40637.8351712243
2025-10-11,Eastern Africa,Kenya,Garissa,Protests,Peaceful protest,1,0,39944.0,Demonstrations,1541,-0.519,40.3211,2025,1697638.2557960076,38.57718891260367,49106.64308519725,409.18578991114293,40637.8351712243
2025-11-01,Eastern Africa,Kenya,Garissa,Protests,Peaceful protest,1,0,,Demonstrations,1541,-0.519,40.3211,2025,1697638.2557960076,38.57718891260367,49106.64308519725,409.18578991114293,40637.8351712243
2025-12-06,Eastern Africa,Kenya,Garissa,Protests,Peaceful protest,1,0,39944.0,Demonstrations,1541,-0.519,40.3211,2025,1697638.2557960076,38.57718891260367,49106.64308519725,409.18578991114293,40637.8351712243
2025-12-20,Eastern Africa,Kenya,Garissa,Protests,Peaceful protest,2,0,39944.0,Demonstrations,1541,-0.519,40.3211,2025,1697638.2557960076,38.57718891260367,49106.64308519725,409.18578991114293,40637.8351712243
2026-01-24,Eastern Africa,Kenya,Garissa,Protests,Peaceful protest,1,0,40570.0,Demonstrations,1541,-0.519,40.3211,2026,1734986.29742352,39.42588706868096,50186.98923307159,418.1878772891881,41531.86754499124
2026-04-25,Eastern Africa,Kenya,Garissa,Protests,Peaceful protest,1,0,261.0,Demonstrations,1541,-0.519,40.3211,2026,1734986.29742352,39.42588706868096,50186.98923307159,418.1878772891881,41531.86754499124
2026-06-20,Eastern Africa,Kenya,Garissa,Protests,Peaceful protest,1,0,40570.0,Demonstrations,1541,-0.519,40.3211,2026,1734986.29742352,39.42588706868096,50186.98923307159,418.1878772891881,41531.86754499124
2012-11-17,Eastern Africa,Kenya,Garissa,Protests,Protest with intervention,1,0,,Demonstrations,1541,-0.519,40.3211,2012,819419.2,18.62,44043.9,203.36,19959.62
2020-07-25,Eastern Africa,Kenya,Garissa,Protests,Protest with intervention,1,0,36924.0,Demonstrations,1541,-0.519,40.3211,2020,1522617.0,34.6,44043.9,367.0,36448.2
2022-11-26,Eastern Africa,Kenya,Garissa,Protests,Protest with intervention,1,0,47535.0,Demonstrations,1541,-0.519,40.3211,2022,1590349.094628,36.1391464,46003.1488476,383.325628,38069.5617288
2024-06-15,Eastern Africa,Kenya,Garissa,Protests,Protest with intervention,1,0,39323.0,Demonstrations,1541,-0.519,40.3211,2024,1661094.183753432,37.7467601884576,48049.55292093664,400.377485235952,39763.048112743934
2011-06-25,Eastern Africa,Kenya,Garissa,Riots,Mob violence,1,0,,Political violence,1541,-0.519,40.3211,2011,750420.6,17.06,44043.9,184.48,18370.96
2014-06-28,Eastern Africa,Kenya,Garissa,Riots,Mob violence,1,1,,Political violence,1541,-0.519,40.3211,2014,957416.4,21.740000000000002,44043.9,241.12,23136.94
2016-07-30,Eastern Africa,Kenya,Garissa,Riots,Mob violence,1,0,85307.0,Political violence,1541,-0.519,40.3211,2016,1125655.4,25.560000000000002,44043.9,281.4,27070.12
2017-07-29,Eastern Africa,Kenya,Garissa,Riots,Mob violence,1,0,5.0,Political violence,1541,-0.519,40.3211,2017,1224895.8,27.82,44043.9,302.8,29414.64
2017-08-05,Eastern Africa,Kenya,Garissa,Riots,Mob violence,2,0,86942.0,Political violence,1541,-0.519,40.3211,2017,1224895.8,27.82,44043.9,302.8,29414.64
2022-03-19,Eastern Africa,Kenya,Garissa,Riots,Mob violence,1,0,93931.0,Political violence,1541,-0.519,40.3211,2022,1590349.094628,36.1391464,46003.1488476,383.325628,38069.5617288
2022-05-28,Eastern Africa,Kenya,Garissa,Riots,Mob violence,1,0,70614.0,Political violence,1541,-0.519,40.3211,2022,1590349.094628,36.1391464,46003.1488476,383.325628,38069.5617288
2022-06-25,Eastern Africa,Kenya,Garissa,Riots,Mob violence,1,0,46387.0,Political violence,1541,-0.519,40.3211,2022,1590349.094628,36.1391464,46003.1488476,383.325628,38069.5617288
2022-08-06,Eastern Africa,Kenya,Garissa,Riots,Mob violence,1,0,55786.0,Political violence,1541,-0.519,40.3211,2022,1590349.094628,36.1391464,46003.1488476,383.325628,38069.5617288
2022-11-05,Eastern Africa,Kenya,Garissa,Riots,Mob violence,1,0,74783.0,Political violence,1541,-0.519,40.3211,2022,1590349.094628,36.1391464,46003.1488476,383.325628,38069.5617288
2022-12-03,Eastern Africa,Kenya,Garissa,Riots,Mob violence,1,1,66911.0,Political violence,1541,-0.519,40.3211,2022,1590349.094628,36.1391464,46003.1488476,383.325628,38069.5617288
2023-02-25,Eastern Africa,Kenya,Garissa,Riots,Mob violence,1,1,67953.0,Political violence,1541,-0.519,40.3211,2023,1625336.774709816,36.9342076208,47015.2181222472,391.758791816,38907.092086833596
2023-09-02,Eastern Africa,Kenya,Garissa,Riots,Mob violence,1,0,79945.0,Political violence,1541,-0.519,40.3211,2023,1625336.774709816,36.9342076208,47015.2181222472,391.758791816,38907.092086833596
2023-09-09,Eastern Africa,Kenya,Garissa,Riots,Mob violence,1,0,79945.0,Political violence,1541,-0.519,40.3211,2023,1625336.774709816,36.9342076208,47015.2181222472,391.758791816,38907.092086833596
2023-10-14,Eastern Africa,Kenya,Garissa,Riots,Mob violence,1,0,57354.0,Political violence,1541,-0.519,40.3211,2023,1625336.774709816,36.9342076208,47015.2181222472,391.758791816,38907.092086833596
2024-12-14,Eastern Africa,Kenya,Garissa,Riots,Mob violence,1,1,64132.0,Political violence,1541,-0.519,40.3211,2024,1661094.183753432,37.7467601884576,48049.55292093664,400.377485235952,39763.048112743934
2025-06-07,Eastern Africa,Kenya,Garissa,Riots,Mob violence,1,0,56957.0,Political violence,1541,-0.519,40.3211,2025,1697638.2557960076,38.57718891260367,49106.64308519725,409.18578991114293,40637.8351712243
2025-11-15,Eastern Africa,Kenya,Garissa,Riots,Mob violence,1,0,79595.0,Political violence,1541,-0.519,40.3211,2025,1697638.2557960076,38.57718891260367,49106.64308519725,409.18578991114293,40637.8351712243
2026-05-02,Eastern Africa,Kenya,Garissa,Riots,Mob violence,1,0,71983.0,Political violence,1541,-0.519,40.3211,2026,1734986.29742352,39.42588706868096,50186.98923307159,418.1878772891881,41531.86754499124
1997-09-27,Eastern Africa,Kenya,Garissa,Riots,Violent demonstration,1,0,,Demonstrations,1541,-0.519,40.3211,1997,292947.0,6.7,44043.9,52.5,7428.9
2000-12-23,Eastern Africa,Kenya,Garissa,Riots,Violent demonstration,2,0,,Demonstrations,1541,-0.519,40.3211,2000,292947.0,6.7,44043.9,52.5,7428.9
2002-06-22,Eastern Africa,Kenya,Garissa,Riots,Violent demonstration,2,0,,Demonstrations,1541,-0.519,40.3211,2002,354051.4,8.06,44043.9,75.26,9441.42
2003-12-06,Eastern Africa,Kenya,Garissa,Riots,Violent demonstration,1,0,,Demonstrations,1541,-0.519,40.3211,2003,384603.6,8.74,44043.9,86.64,10447.68
2005-06-04,Eastern Africa,Kenya,Garissa,Riots,Violent demonstration,2,1,,Demonstrations,1541,-0.519,40.3211,2005,445708.0,10.1,44043.9,109.4,12460.2
2005-09-17,Eastern Africa,Kenya,Garissa,Riots,Violent demonstration,4,0,,Demonstrations,1541,-0.519,40.3211,2005,445708.0,10.1,44043.9,109.4,12460.2
2011-06-25,Eastern Africa,Kenya,Garissa,Riots,Violent demonstration,1,2,,Demonstrations,1541,-0.519,40.3211,2011,750420.6,17.06,44043.9,184.48,18370.96
2012-03-03,Eastern Africa,Kenya,Garissa,Riots,Violent demonstration,1,0,,Demonstrations,1541,-0.519,40.3211,2012,819419.2,18.62,44043.9,203.36,19959.62
2013-03-02,Eastern Africa,Kenya,Garissa,Riots,Violent demonstration,1,1,,Demonstrations,1541,-0.519,40.3211,2013,888417.8,20.18,44043.9,222.24,21548.28
2014-09-13,Eastern Africa,Kenya,Garissa,Riots,Violent demonstration,1,0,,Demonstrations,1541,-0.519,40.3211,2014,957416.4,21.740000000000002,44043.9,241.12,23136.94
2017-08-12,Eastern Africa,Kenya,Garissa,Riots,Violent demonstration,1,0,86942.0,Demonstrations,1541,-0.519,40.3211,2017,1224895.8,27.82,44043.9,302.8,29414.64
2017-11-25,Eastern Africa,Kenya,Garissa,Riots,Violent demonstration,2,0,50630.0,Demonstrations,1541,-0.519,40.3211,2017,1224895.8,27.82,44043.9,302.8,29414.64
2018-04-28,Eastern Africa,Kenya,Garissa,Riots,Violent demonstration,1,0,88468.0,Demonstrations,1541,-0.519,40.3211,2018,1324136.2,30.080000000000002,44043.9,324.2,31759.159999999996
2019-07-27,Eastern Africa,Kenya,Garissa,Riots,Violent demonstration,1,0,89867.0,Demonstrations,1541,-0.519,40.3211,2019,1423376.6,32.34,44043.9,345.6,34103.67999999999
2020-07-25,Eastern Africa,Kenya,Garissa,Riots,Violent demonstration,1,2,91231.0,Demonstrations,1541,-0.519,40.3211,2020,1522617.0,34.6,44043.9,367.0,36448.2
2021-01-23,Eastern Africa,Kenya,Garissa,Riots,Violent demonstration,1,0,66050.0,Demonstrations,1541,-0.519,40.3211,2021,1556114.574,35.361200000000004,45012.8658,375.074,37250.060399999995
2021-05-01,Eastern Africa,Kenya,Garissa,Riots,Violent demonstration,1,0,92542.0,Demonstrations,1541,-0.519,40.3211,2021,1556114.574,35.361200000000004,45012.8658,375.074,37250.060399999995
2021-05-15,Eastern Africa,Kenya,Garissa,Riots,Violent demonstration,1,0,92542.0,Demonstrations,1541,-0.519,40.3211,2021,1556114.574,35.361200000000004,45012.8658,375.074,37250.060399999995
2022-05-07,Eastern Africa,Kenya,Garissa,Riots,Violent demonstration,1,0,93931.0,Demonstrations,1541,-0.519,40.3211,2022,1590349.094628,36.1391464,46003.1488476,383.325628,38069.5617288
2023-06-17,Eastern Africa,Kenya,Garissa,Riots,Violent demonstration,3,0,67953.0,Demonstrations,1541,-0.519,40.3211,2023,1625336.774709816,36.9342076208,47015.2181222472,391.758791816,38907.092086833596
2023-10-28,Eastern Africa,Kenya,Garissa,Riots,Violent demonstration,1,0,57354.0,Demonstrations,1541,-0.519,40.3211,2023,1625336.774709816,36.9342076208,47015.2181222472,391.758791816,38907.092086833596
2023-12-09,Eastern Africa,Kenya,Garissa,Riots,Violent demonstration,1,0,57354.0,Demonstrations,1541,-0.519,40.3211,2023,1625336.774709816,36.9342076208,47015.2181222472,391.758791816,38907.092086833596
2024-05-04,Eastern Africa,Kenya,Garissa,Riots,Violent demonstration,1,0,13111.0,Demonstrations,1541,-0.519,40.3211,2024,1661094.183753432,37.7467601884576,48049.55292093664,400.377485235952,39763.048112743934
2025-12-20,Eastern Africa,Kenya,Garissa,Riots,Violent demonstration,1,0,59206.0,Demonstrations,1541,-0.519,40.3211,2025,1697638.2557960076,38.57718891260367,49106.64308519725,409.18578991114293,40637.8351712243
2026-04-18,Eastern Africa,Kenya,Garissa,Riots,Violent demonstration,1,0,71983.0,Demonstrations,1541,-0.519,40.3211,2026,1734986.29742352,39.42588706868096,50186.98923307159,418.1878772891881,41531.86754499124
2023-08-19,Eastern Africa,Kenya,Garissa,Strategic developments,Agreement,1,0,,Strategic developments,1541,-0.519,40.3211,2023,1625336.774709816,36.9342076208,47015.2181222472,391.758791816,38907.092086833596
2023-12-23,Eastern Africa,Kenya,Garissa,Strategic developments,Agreement,1,0,,Strategic developments,1541,-0.519,40.3211,2023,1625336.774709816,36.9342076208,47015.2181222472,391.758791816,38907.092086833596
2025-09-06,Eastern Africa,Kenya,Garissa,Strategic developments,Agreement,1,0,,Strategic developments,1541,-0.519,40.3211,2025,1697638.2557960076,38.57718891260367,49106.64308519725,409.18578991114293,40637.8351712243
2009-07-11,Eastern Africa,Kenya,Garissa,Strategic developments,Arrests,1,0,,Strategic developments,1541,-0.519,40.3211,2009,634279.2,14.42,44043.9,154.36,15917.88
2010-07-10,Eastern Africa,Kenya,Garissa,Strategic developments,Arrests,1,0,,Strategic developments,1541,-0.519,40.3211,2010,681422.0,15.5,44043.9,165.6,16782.3
2011-10-15,Eastern Africa,Kenya,Garissa,Strategic developments,Arrests,1,0,,Strategic developments,1541,-0.519,40.3211,2011,750420.6,17.06,44043.9,184.48,18370.96
2018-08-25,Eastern Africa,Kenya,Garissa,Strategic developments,Arrests,1,0,,Strategic developments,1541,-0.519,40.3211,2018,1324136.2,30.080000000000002,44043.9,324.2,31759.159999999996
2023-07-29,Eastern Africa,Kenya,Garissa,Strategic developments,Arrests,1,0,,Strategic developments,1541,-0.519,40.3211,2023,1625336.774709816,36.9342076208,47015.2181222472,391.758791816,38907.092086833596
2023-09-23,Eastern Africa,Kenya,Garissa,Strategic developments,Arrests,1,0,,Strategic developments,1541,-0.519,40.3211,2023,1625336.774709816,36.9342076208,47015.2181222472,391.758791816,38907.092086833596
2016-11-12,Eastern Africa,Kenya,Garissa,Strategic developments,Change to group/activity,1,0,,Strategic developments,1541,-0.519,40.3211,2016,1125655.4,25.560000000000002,44043.9,281.4,27070.12
2017-07-08,Eastern Africa,Kenya,Garissa,Strategic developments,Change to group/activity,1,0,,Strategic developments,1541,-0.519,40.3211,2017,1224895.8,27.82,44043.9,302.8,29414.64
2017-10-14,Eastern Africa,Kenya,Garissa,Strategic developments,Change to group/activity,1,0,,Strategic developments,1541,-0.519,40.3211,2017,1224895.8,27.82,44043.9,302.8,29414.64
2018-06-30,Eastern Africa,Kenya,Garissa,Strategic developments,Change to group/activity,1,0,,Strategic developments,1541,-0.519,40.3211,2018,1324136.2,30.080000000000002,44043.9,324.2,31759.159999999996
2022-03-19,Eastern Africa,Kenya,Garissa,Strategic developments,Change to group/activity,1,0,,Strategic developments,1541,-0.519,40.3211,2022,1590349.094628,36.1391464,46003.1488476,383.325628,38069.5617288
2023-01-14,Eastern Africa,Kenya,Garissa,Strategic developments,Change to group/activity,1,0,,Strategic developments,1541,-0.519,40.3211,2023,1625336.774709816,36.9342076208,47015.2181222472,391.758791816,38907.092086833596
2023-02-18,Eastern Africa,Kenya,Garissa,Strategic developments,Change to group/activity,1,0,,Strategic developments,1541,-0.519,40.3211,2023,1625336.774709816,36.9342076208,47015.2181222472,391.758791816,38907.092086833596
2023-05-13,Eastern Africa,Kenya,Garissa,Strategic developments,Change to group/activity,1,0,,Strategic developments,1541,-0.519,40.3211,2023,1625336.774709816,36.9342076208,47015.2181222472,391.758791816,38907.092086833596
